Clade according figure 1	new_filename_iteration5_afterEverythingElse_justDeconvAlign	Cell cycle stage	Spools	Cortical centrin	Apical centrin ring
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s01	unknown		-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s01_deconv	Interphase	No	-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s02	unknown		-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s02_deconv	Interphase	No	-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s03	unknown		-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s03_deconv	Interphase	No	-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s04	unknown		-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s04_deconv	Interphase	No	-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s05	unknown		-	-
Alveolata	rcc1522_pfa_nhs-tub-dna_20230721_cl_s05_deconv	Interphase	No	-	-
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s00	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s01	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s02	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s03	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s04	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s05	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s06	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s07	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s08	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s09	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s10	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s11	Interphase	No	-	-
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s12	Interphase	No	No	No
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s13	Interphase	No	-	-
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s14	unknown	No	-	-
Alveolata	rcc1522_pfa_cetn-tub-dna_20230724_cl_s15	Interphase	No	-	-
Alveolata	rcc10887_pfa_dna-cetn-tub-nhs_20240401_fm_01	Interphase	No	No	No
Alveolata	rcc10887_pfa_dna-cetn-tub-nhs_20240401_fm_02	Interphase	No	No	No
Alveolata	rcc10896_pfa_dna-cetn-tub-nhs_20240401_fm_01	Interphase	No	-	-
Alveolata	rcc10896_pfa_dna-cetn-tub-nhs_20240401_fm_02	Interphase	No	-	-
Alveolata	rcc7050_pfa_cetn-tub-dna_20252103_cl_01	Interphase	No	No	No
Alveolata	rcc7050_pfa_cetn-tub-dna_20252103_cl_02	Interphase	No	No	No
Alveolata	rcc7050_pfa_cetn-tub-dna_20252103_cl_03	Interphase	No	No	No
Alveolata	rcc7050_pfa_cetn-tub-dna_20252103_cl_04	Interphase	No	No	No
Alveolata	rcc7050_pfa_cetn-tub-dna_20252103_cl_05	Interphase	No	No	No
Alveolata	rcc7050_pfa_cetn-tub-dna_20252103_cl_06	Interphase	No	No	No
Alveolata	rcc6716_pfa_nhs-tub-dna_20230423_od_s00	Interphase	No	-	-
Alveolata	rcc6716_pfa_nhs-tub-dna_20230423_od_s01	Interphase	No	-	-
Alveolata	rcc6716_pfa_cetn-tub-dna_20252103_cl_01	Interphase	No	Yes	-
Alveolata	rcc6716_pfa_cetn-tub-dna_20252103_cl_02	unknown			
Alveolata	rcc6716_pfa_cetn-tub-dna_20252103_cl_03	Interphase	No	Yes	Yes
Alveolata	rcc6716_pfa_cetn-tub-dna_20252103_cl_04	Interphase	No	Yes	Yes
Alveolata	rcc6716_pfa_cetn-tub-dna_20252103_cl_05	Interphase	No	-	-
Alveolata	rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_01	Interphase	No	-	-
Alveolata	rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_02	Interphase	No	-	-
Alveolata	rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_03	Interphase	No	-	-
Alveolata	rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_04	Interphase	No	-	-
Alveolata	rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_05	Interphase	No	-	-
Alveolata	rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_06	Interphase		-	-
Alveolata	rcc10633rcc10381_pfa_dna-tub-nhs-na_20230720_csd_07	Interphase	No	-	-
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_03	Interphase	No	No	Yes
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_05	Mitosis	No	-	-
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_06	Mitosis	No	No	Yes
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_07	Interphase	No	-	-
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_08	Mitosis	No	No	Yes
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_09	Mitosis	No	No	Yes
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_10	Mitosis	No	No	-
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_11	Interphase	No	No	Yes
Alveolata	rcc10633_pfa_dna-cetn-tub-nhs_20240401_fm_04	Interphase, Mitosis	No	No	Yes
Alveolata	rcc10637_pfa_cetn-tub-dna_20231121_cl_s00	Interphase	No	No	Yes
Alveolata	rcc10637_pfa_cetn-tub-dna_20231121_cl_s01	Interphase	No	No	Yes
Alveolata	rcc10637_pfa_cetn-tub-dna_20231121_cl_s02	Interphase	No	No	Yes
Alveolata	rcc10637_pfa_cetn-tub-dna_20231121_cl_s03	Interphase	No	No	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s00	unknown	No	No	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s00_deconv	Interphase	No	No	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s01	unknown		-	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s01_deconv	unknown	No	-	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s02	unknown	No	No	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s02_deconv	Interphase	No	No	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s03	unknown	No	No	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s03_deconv	unknown	No	No	Yes
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s04	unknown	No	No	-
Alveolata	rcc10637_pfa_cetn-nhs-tub_20240411_cl_s04_deconv	Interphase	No	No	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_01	Interphase	No	-	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_02	Interphase	No	-	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_03	Interphase	No	-	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_04	Interphase	No	-	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_05	Interphase	No	-	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_06	Interphase	No	-	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_07	Interphase	No	-	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_08	Interphase	No	-	-
Alveolata	rcc999rcc2538_pfa_dna-tub-nhs_20230728_csd_09	Interphase	No	-	-
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_03	Mitosis	No	No	Yes
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_04	Mitosis	No	No	-
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_05	Mitosis	No	No	Yes
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_06	Mitosis	No	No	Yes
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_07	Mitosis	No	No	No
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_08	Mitosis	No	No	Yes
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_09	Interphase	No	No	Yes
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_10	Interphase	No	No	Yes
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_01	Interphase	No	No	Yes
Alveolata	rcc2538_pfa_dna-cetn-tub-nhs_20240401_fm_02	Interphase, Mitosis	No	No	Yes
Alveolata	rcc3511_pfa_dna-tub-nhs_20230829_csd_01	Interphase	No	-	-
Alveolata	rcc3511_pfa_dna-tub-nhs_20230829_csd_02	Interphase	No	-	-
Alveolata	rcc3511_pfa_dna-tub-nhs_20230829_csd_03	Interphase	No	-	-
Alveolata	rcc3511_pfa_dna-cetn-tub-nhs_20240401_fm_19	unknown		-	-
Alveolata	rcc3511_pfa_dna-cetn-tub-nhs_20240401_fm_20	Interphase	No	No	No
Alveolata	rcc3511_pfa_dna-cetn-tub-nhs_20240401_fm_21	Interphase	No	No	No
Alveolata	rcc3656_pfa_cetn-tub-dna_20231018_cl_s00	Interphase	No	No	No
Alveolata	rcc3656_pfa_cetn-tub-dna_20231018_cl_s01	Interphase	No	-	-
Alveolata	rcc3656_pfa_cetn-tub-dna_20231018_cl_s02	Interphase	No	No	Yes
Alveolata	rcc3656_pfa_cetn-tub-dna_20231018_cl_s03	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s00	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s00_deconv	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s01	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s01_deconv	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s02	unknown	No	-	-
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s02_deconv	unknown	No	-	-
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s03	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s03_deconv	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s04	Interphase	No	-	-
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s04_deconv	Interphase	No	-	-
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s05	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s05_deconv	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s06	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s06_deconv	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s07	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s07_deconv	Interphase	No	No	No
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s08	unknown	No	-	-
Alveolata	rcc3656_pfa_dna-nhs-cetn_20240325_cl_s08_deconv	unknown	No	-	-
Alveolata	rcc3387b_pfa_cetn-tub-dna_20230918_cl_s00	Interphase	No	No	Yes
Alveolata	rcc3387b_pfa_cetn-tub-dna_20230918_cl_s01	Interphase	No	No	-
Alveolata	rcc3387b_pfa_cetn-tub-dna_20230918_cl_s02	Interphase	No	No	Yes
Alveolata	rcc3387b_pfa_cetn-tub-dna_20230918_cl_s03	Interphase	No	No	Yes
Alveolata	rcc3384_pfa_dna-cetn-tub-nhs_20240401_fm_22	Interphase	No	No	Yes
Alveolata	rcc3384_pfa_dna-cetn-tub-nhs_20240401_fm_23	Interphase	No	-	-
Alveolata	rcc3384_pfa_dna-cetn-tub-nhs_20240401_fm_24	Interphase	No	No	Yes
Alveolata	rccarc3673_pfa_cetn-tub-dna_20252103_cl_01	Interphase	No	Yes	Yes
Alveolata	rccarc3673_pfa_cetn-tub-dna_20252103_cl_02	Interphase	No	Yes	No
Alveolata	rccarc3673_pfa_cetn-tub-dna_20252103_cl_03	Interphase	No	Yes	No
Alveolata	rcc10862_pfa_nhs-tub-dna_20230523_od_s00	Interphase	No	-	-
Alveolata	rcc10862_pfa_nhs-tub-dna_20230523_od_s01	Interphase	No	-	-
Alveolata	vf21108_pfa_dna-tub-cetn_20251803_cl_04	Interphase	No	No	No
Alveolata	vf21108_pfa_tub-cetn-dna_20251803_cl_01	Interphase	No	Yes	No
Alveolata	vf21108_pfa_tub-cetn-dna_20251803_cl_02	Interphase	No	Yes	No
Alveolata	vf21108_pfa_tub-cetn_20251803_cl_03	unknown	No	Yes	-
Alveolata	vf21108_pfa_tub-cetn_20251803_cl_05	Interphase	No	Yes	-
Alveolata	rcc10731_pfa_cetn-tub-dna_20240604_cl_s00	Interphase	No		
Alveolata	rcc10731_pfa_cetn-tub-dna_20240604_cl_s01	Interphase	No	-	-
Alveolata	rcc10731_pfa_cetn-tub-dna_20240604_cl_s02	Interphase	No	-	-
Alveolata	rcc6550_pfa_cetn-tub-dna_20231018_cl	unknown	No	No	No
Alveolata	rcc10732_pfa_dna-nhs-tub_20240522_cl_s00	Interphase	No	-	-
Alveolata	rcc10732_pfa_dna-nhs-tub_20240522_cl_s01	Interphase	No	-	-
Alveolata	rcc10732_pfa_dna-nhs-tub_20240522_cl_s02	Interphase	No	-	-
Alveolata	rcc10732_pfa_dna-nhs-tub_20240522_cl_s03	Interphase	No	-	-
Alveolata	rccp22ku_pfa_dna-tub-cetn_20251803_cl_01	Interphase	No	Yes	No
Alveolata	rccp22ku_pfa_dna-tub-cetn_20251803_cl_02	Interphase	No	Yes	No
Alveolata	rccp22ku_pfa_dna-tub-cetn_20251803_cl_03	Interphase	No	Yes	No
Alveolata	rcc10445_pfa_nhs-tub-dna_20230423_od_s00	Interphase	No	-	-
Alveolata	rcc10445_pfa_nhs-tub-dna_20230423_od_s01	Interphase	No	-	-
Alveolata	rcc10445_pfa_nhs-tub-dna_20230423_od_s02	Interphase	No	-	-
Alveolata	rcc10445_pfa_nhs-tub-dna_20230423_od_s03	Interphase	No	-	-
Alveolata	rcc10445_pfa_nhs-tub-dna_20230423_od_s04	Interphase	No	-	-
Alveolata	rcc10445_pfa_nhs-tub-dna_20230523_od_s00	unknown		-	-
Alveolata	rcc10445_pfa_nhs-tub-dna_20230523_od_s01	Mitosis	No	-	-
Alveolata	rcc10445_pfa_nhs-tub-dna_20230523_od_s02	Mitosis	No	-	-
Alveolata	rcc10445_pfa_nhs-tub-dna_20230523_od_s03	Interphase	No	-	-
Alveolata	rcc10426_pfa_cetn-tub-dna_20231121_cl_s00	Interphase	No	-	-
Alveolata	rcc10426_pfa_cetn-tub-dna_20231121_cl_s01	Interphase	No	No	No
Alveolata	rcc10426_pfa_cetn-tub-dna_20231121_cl_s02	Interphase	No	No	No
Alveolata	rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s00	Interphase	No	Yes	No
Alveolata	rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s01	Interphase	No	Yes	No
Alveolata	rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s02	Mitosis	No	Yes	No
Alveolata	rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s03	Interphase	No	Yes	No
Alveolata	rcc10445_pfa_dna-cetn-nhs-tub_20240207_od_s04	Interphase	No	Yes	No
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s00	Interphase	No	Yes	No
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s00_deconv	Interphase	No	-	-
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s01	unknown	No	-	-
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s01_deconv	unknown	No	-	-
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s02	Interphase	No	-	-
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s02_deconv	Interphase	No	Yes	No
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s03	Interphase	No	Yes	No
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s03_deconv	Interphase	No	Yes	No
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s04	Interphase	No	Yes	No
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s04_deconv	Interphase	No	Yes	No
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s05	Interphase	No	-	-
Alveolata	rcc10426_pfa_dna-tub-cetn-nhs_20240425_cl_s05_deconv	Interphase	No	-	-
Alveolata	rcck0961_pfa_tub-cetn-dna_20251803_cl_01	Interphase	No	No	Yes
Alveolata	rcck0961_pfa_tub-cetn-dna_20251803_cl_02	Interphase	No	No	Yes
Alveolata	rcck0961_pfa_tub-cetn-dna_20251803_cl_03	Interphase	No	No	Yes
Alveolata	rcck0961_pfa_tub-cetn-dna_20251803_cl_04	Interphase	No	No	Yes
Alveolata	rcck0961_pfa_tub-cetn-dna_20251803_cl_05	Interphase	No	No	Yes
Alveolata	rcc4804_pfa_cetn-tub-dna_20230704_cl_s00	Interphase	No	No	Yes
Alveolata	rcc4804_pfa_cetn-tub-dna_20230704_cl_s01	Interphase	No	No	Yes
Alveolata	rcc4804_pfa_cetn-tub-dna_20230704_cl_s02	Interphase	No	No	Yes
Alveolata	rcc4804_pfa_cetn-tub-dna_20230704_cl_s03	Interphase	No	No	Yes
Alveolata	rcc4804_pfa_cetn-tub-dna_20230704_cl_s04	Interphase	No	No	Yes
Alveolata	rcc4804_pfa_cetn-tub-dna_20230704_cl_s05	Interphase	No	No	Yes
Alveolata	rcc4804_pfa_cetn-tub-dna_20230704_cl_s06	Interphase	No	No	Yes
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s00_deconv	unknown	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s01	unknown		-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s01_deconv	Interphase	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s02	unknown		-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s02_deconv	Interphase	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s03	Interphase	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s03_deconv	Interphase	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s04	Interphase	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s04_deconv	Interphase	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s05	unknown		-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s05_deconv	Interphase	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s06	unknown		-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s06_deconv	Interphase	No	-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s07	unknown		-	-
Alveolata	rcc4804_pfa_tub-dna-nhs_20230705_cl_s07_deconv	Interphase	No	-	-
Alveolata	rcc7769_pfa_dna-tub-nhs_20230616_od_s00	Interphase	No	-	-
Alveolata	rcc7769_pfa_dna-tub-nhs_20230616_od_s01	Interphase	No	-	-
Alveolata	rccgatin95_pfa_tub-cetn-dna_20251803_cl_01	Interphase	No	-	No
Alveolata	rccgatin95_pfa_tub-cetn-dna_20251803_cl_02	Interphase	No	-	No
Alveolata	rccgatin95_pfa_tub-cetn-dna_20251803_cl_03	Interphase	No	-	No
Alveolata	rccgatin95_pfa_tub-cetn-dna_20251803_cl_04	Interphase	No	-	-
Alveolata	rcc6516_pfa_dna-nhs-ctn_20240322_cl_s00	Interphase	No		
Alveolata	rcc6516_pfa_dna-nhs-ctn_20240322_cl_s01	Interphase	No	-	-
Alveolata	rcc6516_pfa_dna-nhs-ctn_20240322_cl_s02	Interphase	No	-	No
Alveolata	rcc6516_pfa_dna-nhs-ctn_20240322_cl_s02_deconv	Interphase	No	Yes	-
Alveolata	rcc6516_pfa_dna-nhs-ctn_20240322_cl_s03	Interphase	No	No	-
Alveolata	rcc6516_pfa_dna-nhs-ctn_20240322_cl_s03_deconv	Interphase	No	No	-
Alveolata	rcc10738_pfa_dna-tub-nhs_20230616_od_s00	Interphase	No	-	-
Alveolata	rcc10738_pfa_dna-tub-nhs_20230616_od_s01	Interphase	No	-	-
Alveolata	rcc10738_pfa_dna-tub-nhs_20230616_od_s02	Interphase	No	-	-
Alveolata	rccpretk1_pfa_cetn-nhs-dna-tub_20252103_cl_01	Interphase	No	Yes	No
Alveolata	rccpretk1_pfa_cetn-nhs-dna-tub_20252103_cl_02	Interphase	No	Yes	No
Alveolata	rccpretk1_pfa_cetn-nhs-dna-tub_20252103_cl_03	Interphase	No	Yes	No
Alveolata	rccif-kge-ic_pfa_nhs-tub-cetn-dna_20231121_fm_05	Interphase	No	Yes	No
Alveolata	rccif-kge-ic_pfa_nhs-tub-cetn-dna_20231121_fm_06	Interphase	No	Yes	No
Alveolata	rccif-kge-ic_pfa_nhs-tub-cetn-dna_20231121_fm_07	Interphase	No	Yes	No
Alveolata	rccif-kge-ic_pfa_nhs-tub-cetn-dna_20231121_fm_08	Interphase	No	Yes	No
Alveolata	rccif-kge-ic_pfa_nhs-tub-npc-dna_20231121_fm_09	Interphase	No	-	-
Alveolata	rccif-kge-ic_pfa_nhs-tub-npc-dna_20231121_fm_10	Interphase	No	-	-
Alveolata	rccif-kge-ic_pfa_nhs-tub-npc-dna_20231121_fm_11	Interphase	No	-	-
Alveolata	rcc10369_pfa_nhs-tub-dna_20230423_od_s00	Interphase	No	-	-
Alveolata	rcc10369_pfa_nhs-tub-dna_20230423_od_s01	Interphase	No	-	-
Alveolata	rcc10369_pfa_nhs-tub-dna_20230423_od_s02	Interphase	Yes	-	-
Alveolata	c1975_pfa_dna-tub-cetn_20251803_cl_01	Interphase	No	-	-
Alveolata	c1975_pfa_dna-tub-cetn_20251803_cl_02	unknown		-	-
Alveolata	c1975_pfa_tub-cetn-dna_20251803_cl_03	Interphase	No	Yes	Yes
Alveolata	c1975_pfa_dna-tub-cetn_20251803_cl_04	unknown		Yes	No
Alveolata	c1975_pfa_dna-tub-cetn_20251803_cl_05	unknown		-	No
Alveolata	c1975_pfa_tub-cetn-dna_20251803_cl_06	unknown	No	-	Yes
Alveolata	c1975_pfa_dna-tub-cetn_20251803_cl_07	unknown		Yes	-
Alveolata	c1975_pfa_dna-tub-cetn_20251803_cl_08	unknown	No	-	Yes
Alveolata	c1975_pfa_dna-tub-cetn_20252003_cl_01	Interphase	No	Yes	Yes
Alveolata	c1975_pfa_dna-tub-cetn_20252003_cl_02	Interphase	No	Yes	-
Alveolata	rcc2539_pfa_dna-cetn-tub-nhs_20240401_fm_30	Interphase	No	Yes	No
Alveolata	rcc2539_pfa_dna-cetn-tub-nhs_20240401_fm_31	Interphase	Yes	Yes	No
Alveolata	rcc2539_pfa_dna-cetn-tub-nhs_20240401_fm_32	Interphase	No	Yes	No
Alveolata	rcc2539_pfa_dna-cetn-tub-nhs_20240401_fm_33	Interphase	No	Yes	No
Alveolata	rcc10431_pfa_nhs-tub-dna_20230712_fm_01	Mitosis	No	-	-
Alveolata	rcc10431_pfa_nhs-tub-dna_20230712_fm_02	Interphase	No	-	-
Alveolata	rcc10431_pfa_dna-cetn-tub-nhs_20240401_fm_25	Interphase	No	No	Yes
Alveolata	rcc10431_pfa_dna-cetn-tub-nhs_20240401_fm_26	Interphase	No	No	Yes
Alveolata	rcc10431_pfa_dna-cetn-tub-nhs_20240401_fm_27	Interphase	No	Yes	Yes
Alveolata	rcc10431_pfa_dna-cetn-tub-nhs_20240401_fm_28	Interphase	No	No	-
Alveolata	rcc10431_pfa_dna-cetn-tub-nhs_20240401_fm_29	Interphase	No	No	Yes
Alveolata	rcc10431_pfa_nhs-cetn-tub-dna_20240212_fm_01	Mitosis	No		
Alveolata	rcc10431_pfa_nhs-tub-cetn-dna_20231120_fm_08	unknown		-	-
Alveolata	rcc10431_pfa_nhs-tub-cetn-dna_20231120_fm_09	Interphase	No	-	Yes
Alveolata	rcc10431_pfa_nhs-tub-cetn-dna_20231120_fm_10	Interphase	No	-	Yes
Alveolata	rcc10431_pfa_dna-npc-tub-nhs_20231120_fm_11	Interphase	No	-	-
Alveolata	rcc10431_pfa_dna-npc-tub-nhs_20231120_fm_12	unknown		-	-
Alveolata	rcc10649_pfa_nhs-tub-dna_20230423_od_s00	Interphase	No		
Alveolata	rcc10649_pfa_nhs-tub-dna_20230423_od_s01	Interphase	No		
Alveolata	rcc10649_pfa_nhs-tub-dna_20230423_od_s02	Interphase	No		
Alveolata	rcc10649_pfa_nhs-tub-dna_20230423_od_s03	Interphase	No		
Alveolata	rcc10360_pfa_nhs-tub-dna_20230423_od_s00	Interphase	No	-	-
Alveolata	rcc10360_pfa_nhs-tub-dna_20230423_od_s01	Interphase	No	-	-
Alveolata	rcc10360_pfa_nhs-tub-dna_20230423_od_s02	unknown		-	-
Alveolata	rcc10360_pfa_dna-cetn-nhs-tub_20240208_od_s00	Interphase	No	Yes	No
Alveolata	rcc10360_pfa_dna-cetn-nhs-tub_20240208_od_s01	Interphase	No	Yes	No
Alveolata	rcc10360_pfa_dna-cetn-nhs-tub_20240208_od_s02	unknown		-	-
Alveolata	rcc10360_pfa_dna-cetn-nhs-tub_20240208_od_s03	Interphase	No	Yes	No
Alveolata	rcc10956_pfa_nhs-tub-dna_20230423_od	Interphase	No	-	-
Alveolata	rcc6675_pfa_cetn-dna-nhs-tub_20250314_hs_01	Mitosis	No	Yes	No
Alveolata	rcc6675_pfa_cetn-dna-nhs-tub_20250314_hs_02	Mitosis	No	Yes	No
Alveolata	rcc6675_pfa_cetn-dna-nhs-tub_20250314_hs_03	Interphase	No	Yes	No
Alveolata	rcc6675_pfa_cetn-dna-nhs-tub_20250314_hs_04	Interphase	No	Yes	No
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_01	Interphase	No	Yes	No
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_02	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_03	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_04	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_05	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_06	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_07	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_08	Interphase	No		
Alveolata	rcc6675_pl_cetn-dna-nhs-tub_20250318_hs_09	Interphase	No		
